Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
3/19/2014,0:10:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,650 UNIVERSITY BLVD E,39.00010667,-76.995265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISSAN,ALTIMOA,BLACK,Citation,16-303(d),Transportation Article,No,BLACK,M,GLENN DALE,MD,MD,A - Marked Patrol,"(39.0001066666667, -76.995265)"
1/25/2014,21:10:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",ARLINGTON RD AND MOORLAND LANE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MERZ,E350,WHITE,Citation,22-201.1,Transportation Article,No,WHITE,M,CABIN JOHN,MD,MD,A - Marked Patrol,
9/19/2014,14:09:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,BONIFANT RD/NOTLEY RD,39.0832,-77.011765,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,NISSAN,MAXIMA,BLACK,Citation,16-101(a),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0832, -77.011765)"
1/25/2014,15:45:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",LOST KNIFE CIR/ LOST KNIFE RD,39.156565,-77.20206167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,COROLLA,BLACK,Citation,16-303(h),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.156565, -77.2020616666667)"
6/13/2014,8:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEH. ON HWY. ON REVOKED LIC. AND PRIVILEGE,11701 CLOPPER ROAD,39.149385,-77.241755,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,DODGE,GRAND CARAVAN,BLUE,Citation,16-303(d),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.149385, -77.241755)"
12/22/2013,18:26:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RIVER / COUNCILMAN,39.01639333,-77.20647,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,PILOT,BLUE,Citation,13-411(d),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0163933333333, -77.20647)"
2/12/2014,0:39:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PINEY BRANCH RD / CARROLL AVE,38.99967167,-76.99084167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BUICK,4D,RED,Citation,16-303(c),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9996716666667, -76.9908416666667)"
1/1/2014,11:31:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,FREDERICK RD/GERMANTOWN,39.19414,-77.24326833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,DODG,4S,BLACK,Citation,16-101(a),Transportation Article,No,WHITE,M,THURMONT,MD,MD,A - Marked Patrol,"(39.19414, -77.2432683333333)"
1/27/2014,22:16:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,UNIVERSITY BLVD/EAST WAYNE,39.00262167,-76.99593333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HOND,4S,GRAY,Citation,16-116(a),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0026216666667, -76.9959333333333)"
7/27/2014,21:02:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,3931 ISBELLST,39.05854,-77.048365,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,TK,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05854, -77.048365)"
10/8/2013,0:54:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,19590 FREDERICK RD,39.17722333,-77.23402833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,COROLLA 4S,SILVER,Citation,16-101(a),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1772233333333, -77.2340283333333)"
1/27/2014,22:01:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BEL PRE RD / GEORGIA AVE,39.09369167,-77.07769833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ACCORD,SILVER,Citation,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0936916666667, -77.0776983333333)"
1/14/2014,4:07:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,DALE DR / WAYNE AVE,38.9965,-77.01315333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYOTA,SIENNA,GOLD,Citation,16-101(a),Transportation Article,No,HISPANIC,M,OWINGS MILLS,MD,XX,A - Marked Patrol,"(38.9965, -77.0131533333333)"
9/22/2015,12:40:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,836 ROCKVILLE PIKE,39.07577333,-77.137735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,ECHO,GOLD,Citation,13-411(f),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0757733333333, -77.137735)"
1/20/2014,23:41:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,ASPEN HILL @ PARKLAND,39.07920667,-77.08622667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,PONTIAC,G8,WHITE,Citation,16-303(d),Transportation Article,No,WHITE,M,DUNDALK,MD,MD,A - Marked Patrol,"(39.0792066666667, -77.0862266666667)"
12/23/2013,15:20:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,28 / MUDDY BRANCH RD,39.113435,-77.235145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1982,CADILLAC,2S,BEIGE,Citation,16-303(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.113435, -77.235145)"
6/13/2014,10:23:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAIL OF DRIVER IN ATTEND VEH ACCIDENT TO FURNISH REQ ID & LIC,SHADY GROVE RD / MIDCOUNTY HWY,39.14775167,-77.150885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEVORLET,IMPALA,BLACK,Citation,20-104(b),Transportation Article,Yes,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1477516666667, -77.150885)"
2/15/2014,19:29:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,AMHERST AVE/WINDHAM LA,39.030535,-77.04799333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2011,VOLKSWAGON,GTI,GRAY,Citation,13-411(d),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.030535, -77.0479933333333)"
6/29/2014,13:44:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,SB NEW HAMPSHIRE AVE AND CRESTHAVEN DR,39.07232167,-76.93993167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,CIVIC,"BLUE, DARK",Citation,20-103(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0723216666667, -76.9399316666667)"
9/16/2014,13:27:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,500 PERRY PKWY,39.148865,-77.21304667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVY,CAVALIER,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.148865, -77.2130466666667)"
5/24/2014,16:18:00,MCP,"3rd district, Silver Spring",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,PINEY BRANCH RD AT BARRON ST,38.99889422,-76.99827525,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,NISSAN,200SX,GREEN,Citation,13-411(c2),Transportation Article,No,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,"(38.9988942166667, -76.99827525)"
6/16/2014,17:50:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,INDEPENDENCE ST\PARKLAND DR,39.07716333,-77.08684667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,Citation,22-412.3(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0771633333333, -77.0868466666667)"
6/17/2014,18:23:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SHADY GROVE RD/ MILL RUN DR,39.14523833,-77.15082833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,GMC,TRK,WHITE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1452383333333, -77.1508283333333)"
7/26/2014,4:31:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE/ DAYTON ST,39.02766667,-77.04677833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,ISUZU,RODEO,"GREEN, DK",Citation,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0276666666667, -77.0467783333333)"
12/12/2014,9:07:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE / FOX ST,39.04610333,-76.990755,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,HONDA,CIVIC,WHITE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0461033333333, -76.990755)"
10/29/2014,16:06:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,"5300 W CEDAR LA / 5200 LOCUST AVE ,MCG",,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISS,4S,SILVER,Citation,21-801(b),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
8/6/2014,2:45:00,MCP,"2nd district, Bethesda",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,CONNECTICUT AVE AT SAUL RD,38.98147,-77.09142167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,AUDI,Q7,BLUE,Citation,21-901.1(a),Transportation Article,No,WHITE,M,KENSINGTON,MD,MA,A - Marked Patrol,"(38.98147, -77.0914216666667)"
7/15/2014,8:28:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,14300 LAYHILL RD,39.09054667,-77.04415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,BMW,2H,BLACK,Citation,16-303(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0905466666667, -77.04415)"
4/27/2015,1:26:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,10820 GEORGIA AVE,39.05817333,-77.04862167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,INFINITI,I35,BEIGE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,"(39.0581733333333, -77.0486216666667)"
6/29/2014,11:19:00,MCP,"2nd district, Bethesda",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,KNOWLES/CONNECTICUT,39.027995,-77.07990833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CIVIC,BLACK,Citation,21-201(a2),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.027995, -77.0799083333333)"
10/4/2014,9:37:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT AVE / DEAN RD,39.07045833,-77.07645333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,4S,GRAY,Citation,21-801.1,Transportation Article,No,OTHER,F,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0704583333333, -77.0764533333333)"
8/28/2014,17:45:00,MCP,"4th district, Wheaton",FAILURE YIELD RIGHT OF WAY ON U TURN,UNIVERSITY BLVE @ VEIRS MILL,39.04058167,-77.05627,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYOTA,CAMRY,"BLUE, LIGHT",Citation,21-402(b),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0405816666667, -77.05627)"
9/23/2014,19:31:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,TWINBROOK PARKWAY / ARDENNES AVENUE,39.06415667,-77.11592333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,VOLK,JETTA,BLUE,Citation,13-401(h),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0641566666667, -77.1159233333333)"
8/20/2014,22:40:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,EAST WEST HWY @ WAVERLY ST,38.98525333,-77.09245167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MITISHBSHI,GALANT,SILVER,Citation,16-303(f),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9852533333333, -77.0924516666667)"
5/3/2014,11:57:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,UNIVERSITY BLVD / VALLEY VIEW AVE,39.03720667,-77.06104667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2003,LEXUS,IS300,GRAY,Citation,21-309(b),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0372066666667, -77.0610466666667)"
2/18/2016,8:11:00,MCP,"4th district, Wheaton",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,RANDOLPH RD / HAMMONTON RD,39.06692167,-77.01887,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACUR,TK,BLACK,Citation,21-309(i),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0669216666667, -77.01887)"
6/18/2014,9:42:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,MASSACHUSETTS AVE AT OSCEOLA RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HOND,4S,BLACK,Citation,21-801(b),Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
7/13/2014,4:46:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,OLD COLUMBIA PIKE /  E RANDOLPH RD,39.05856167,-77.04792833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISS,4S,GRAY,Citation,21-902(a2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0585616666667, -77.0479283333333)"
6/7/2015,16:04:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD E @ MERRIMAC DR,38.99969667,-76.99400333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,CELICA,BLUE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9996966666667, -76.9940033333333)"
6/10/2014,17:53:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK ROAD @ OBSERVATION DRIVE,39.178005,-77.24278,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2003,DODG,TK,RED,Citation,21-801.1,Transportation Article,No,WHITE,M,ADAMSTOWN,MD,MD,Q - Marked Laser,"(39.178005, -77.24278)"
4/15/2015,0:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MONTGOMERY VILLAGE AVE. @ STEDWICK RD.,39.1695,-77.204365,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,AUDI,A4,BLACK,Citation,16-101(a),Transportation Article,No,OTHER,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1695, -77.204365)"
8/17/2014,1:55:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB GEORGIA AVE/ BONIFANT ST,38.99301667,-77.02646,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,4RUNNER,GRAY,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9930166666667, -77.02646)"
7/7/2014,1:38:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CHERRY HILL RD / FDA BLVD,38.98731,-77.09537,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,DODGE,VAN,GREEN,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(38.98731, -77.09537)"
11/3/2014,7:02:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEW HAMPSHIRE AVENUE / E RANDOLPH ROAD,39.07661,-77.001775,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MAZDA,PROTEGE,SILVER,Citation,13-411(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.07661, -77.001775)"
9/29/2014,22:00:00,MCP,"4th district, Wheaton",DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,11410P GEORGIA AVENUE,39.15821167,-76.99126333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,IZUZU,TRUCK,GRAY,Citation,16-101(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1582116666667, -76.9912633333333)"
7/30/2014,0:16:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SHADY GROVE ROAD @ OAKMONT AVE,39.12686667,-77.1727,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,MERC,E320,TAN,Citation,16-303(h),Transportation Article,No,BLACK,F,DERWOOD,MD,MD,A - Marked Patrol,"(39.1268666666667, -77.1727)"
7/6/2014,11:04:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DENNIS AVE @ GEORGIA AVE,39.02544,-77.04450667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,BLACK,Citation,13-401(h),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.02544, -77.0445066666667)"
1/18/2015,11:25:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,7980 GEORGIA AVE,38.98597667,-77.027495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,MAXIMA,GREEN,Citation,13-401(h),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9859766666667, -77.027495)"
1/1/2015,11:43:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NEW HAMPSHIRE AVE @ METZEROTT RD,39.004195,-76.980065,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,CAMRY,GRAY,Citation,16-101(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.004195, -76.980065)"
10/1/2014,7:34:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,PARK VISTA DR / MASSANUTTEN DR,39.10630833,-77.051755,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MAZDA,4S,BROWN,Citation,21-301(a),Transportation Article,No,BLACK,F,ASHTON,MD,MD,Q - Marked Laser,"(39.1063083333333, -77.051755)"
10/17/2015,22:20:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,801 ELLSWORTH DR,39.04480833,-76.99347,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2007,TOYOTA,PRIUS,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0448083333333, -76.99347)"
1/24/2015,22:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,WHISPERING OAKS/STREAMSIDE DR,39.14975667,-77.23405333,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,BUICK,4S,SILVER,Citation,21-901.1(a),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497566666667, -77.2340533333333)"
1/9/2015,12:00:00,MCP,"4th district, Wheaton",FAILURE TO STOP FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,BEL PRE RD/PARKER FARM WAY,39.09040833,-77.04683667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,SUBARU,OUTBACK,BLUE,Citation,21-706(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904083333333, -77.0468366666667)"
6/12/2015,23:12:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,STEDWICK RD / MVA,39.169905,-77.20526333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERCEDES,C300,WHITE,Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTWON,MD,MD,A - Marked Patrol,"(39.169905, -77.2052633333333)"
8/8/2014,22:23:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,SHADY GROVE @ KEY WEST,39.09957333,-77.18373667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2010,TOYT,COROLLA,GRAY,Citation,21-202(i1),Transportation Article,No,ASIAN,M,VIRGINIA BEACH,VA,VA,A - Marked Patrol,"(39.0995733333333, -77.1837366666667)"
11/23/2014,20:43:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ELLSWORTH AVE @ FENTON AVE,38.99735333,-77.02461833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,CIVIC,"GREEN, DK",Citation,16-112(c),Transportation Article,No,HISPANIC,M,NW WASHINGTON,DC,MD,A - Marked Patrol,"(38.9973533333333, -77.0246183333333)"
9/20/2014,19:03:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FENTON AVE @  BONIFANT ST,38.99485667,-77.023485,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2014,HONDA,ACCORD,BLACK,Citation,13-409(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9948566666667, -77.023485)"
7/23/2014,14:30:00,MCP,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,CONNECTICUT AVE AND RANDOPLH RD,39.05731333,-77.07238333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,NISS,4S,GRAY,Citation,16-116(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0573133333333, -77.0723833333333)"
3/8/2016,9:38:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GRANDIN AVE/FIRST ST,39.08113667,-77.13776667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHYSLER,CIRRUS,SILVER,Citation,13-409(b),Transportation Article,No,WHITE,M,HAMPSTEAD,MD,MD,A - Marked Patrol,"(39.0811366666667, -77.1377666666667)"
2/22/2015,14:33:00,MCP,"5th district, Germantown",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,FATHER HURLEY/270,39.19626333,-77.26582,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2005,FORD,F-150,WHITE,Citation,21-801(b),Transportation Article,Yes,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1962633333333, -77.26582)"
